title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms
Communications Support Officer - AO3/1,Intro Recruitment Solutions,"New exciting opportunity with a well respected QLD Government Department, seeking an AO3 Communications Officer.",https://www.seek.com.au/job/77233696?type=standout&ref=search-standalone&origin=cardTitle#sol=a2676e0641fb43eba2a29872447a40487107701d,,bridgette@introrecruitment.com.au,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Level 2 Service Desk Engineer,BAMITS PTY LTD,"Join a team with a fun, flexible and interesting work environment where you’ll get to support lots of different technologies.",https://www.seek.com.au/job/77243448?type=standard&ref=search-standalone&origin=cardTitle#sol=50dd6e3136d00fecf4e08219f6752e6f2943a5d2,,perry.askew@bamits.com.au,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Senior IT Support,TalentWeb Consulting,The ICT Service Delivery Manager will manage the day-to-day operations of the ICT Service Desk and coordinate other ICT staff.,https://www.seek.com.au/job/77239649?type=standard&ref=search-standalone&origin=cardTitle#sol=f798b964a6763deda03fc026a7c210f0b542d076,,sarah.brown@talentweb.com.au,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Chief Information Officer,Derwent Search Pty Ltd,"Perth Radiological Clinic (PRC) stands as Western Australia's largest radiology and diagnostic imaging provider, with 22 clinics across Perth.",https://www.seek.com.au/job/77248608?type=standout&ref=search-standalone&origin=cardTitle#sol=48585adc03223db4d62deb19678434f988a2a2ae,,jbuckner@derwentsearch.com.au,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Business Systems Analyst,REDiMED,We are looking for an enthusiastic Business Systems Analyst to work with our staff and dev team to help us develop and enhance our IT solutions.,https://www.seek.com.au/job/77269534?type=standout&ref=search-standalone&origin=cardTitle#sol=03c0f572ed5c925ed393e133a0778985d4f6199b,,amorris@redimed.com.au,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Staff Frontend Engineer,Karbon,"Work effectively as part of a team—Software development is a team sport, where solo victories are rare. It thrives on your robust collaboration and...",https://www.seek.com.au/job/77261734?type=standard&ref=search-standalone&origin=cardTitle#sol=786f5f878a96ebc53bad396807eaa21e7ca3544b,,people.support@karbonhq.com,,Haymarket,Sydney NSW,,2024-07-14,14/07/2024
Chief Information Officer,Derwent Search Pty Ltd,"Perth Radiological Clinic (PRC) stands as Western Australia's largest radiology and diagnostic imaging provider, with 22 clinics across Perth.",https://www.seek.com.au/job/77248608?type=standout&ref=search-standalone&origin=cardTitle#sol=b22e80edf1ab6d00a4e71deea5fc56d806d99b8e,,jbuckner@derwentsearch.com.au,,Canberra ACT,Adelaide SA,$1150 - $1180 p.d.,2024-07-14,14/07/2024
Technical Lead,Hudson - Architecture,"Technical Lead with demonstrated experience in HRIS related project, application integration, Solution Architecture design and implementation.",https://www.seek.com.au/job/77229968?type=standard&ref=search-standalone&origin=cardTitle#sol=632e0bf3f57b3d350eec3fce88bc6e1b9fb74770,,vera.geng@hudson.com,,Canberra ACT,Adelaide SA,,2024-07-14,14/07/2024
IT Engineer Jnr,Peoplebank Australia NSW,Work closely with other technology engineers and broad range of SMEs across Programme/Project Managers and external professional services engineers.,https://www.seek.com.au/job/77248657?type=standout&ref=search-standalone&origin=cardTitle#sol=7e15bd1f709531b61548f05eed6b1c9222fc2736,,pravin.manandhar@peoplebank.com.au,,Canberra ACT,Adelaide SA,,2024-07-14,14/07/2024
Release & Delivery Specialist,Triple Zero Victoria,Exciting opportunity to be a part of Triple Zero Victoria's continued operational performance improvement,https://www.seek.com.au/job/77234950?type=standout&ref=search-standalone&origin=cardTitle#sol=e2b11f469fa85322ae9aa6765b1df9362a09ce27,,Careers@triplezero.vic.gov.au,,Canberra ACT,Adelaide SA,,2024-07-14,14/07/2024
IT Security Adviser,Hawksworth Consulting,Unique opportunity for a IT Security Advisor to join one of Brisbane's most successful software scale-ups which builds super interesting products.,https://www.seek.com.au/job/77243483?type=standout&ref=search-standalone&origin=cardTitle#sol=5435338d9b4412c3347d71390eaab55d514657c0,,andrew@hawksworth.com.au,,Adelaide SA,Canberra ACT,$49.28 p/h + 11.5% Super + NFP Salary Package,2024-07-14,14/07/2024
Service Desk Team Lead,Capstone Recruitment Group Pty Ltd,**Deliver exceptional IT support as a Service Desk Team Lead. ITIL and ServiceNow experience required**,https://www.seek.com.au/job/77244138?type=standout&ref=search-standalone&origin=cardTitle#sol=82e775f564d2c87e0aa91fe78f685d5c8383839b,,lisa@capstonerecruitment.com.au,,Adelaide SA,Canberra ACT,,2024-07-14,14/07/2024
Mining Remote Operations Centre Analyst,Paxus,Join the world-class team of a global technology leader in the mining sector as a Remote Operations Centre Analyst based in the Perth CBD. Apply now!,https://www.seek.com.au/job/77233982?type=standard&ref=search-standalone&origin=cardTitle#sol=dad2b4f4a27da45b73a161b67b9ebacfa5b1f703,,mlim@paxus.com.au,,Adelaide SA,Canberra ACT,,2024-07-14,14/07/2024
Digital Analytics Officer,Cancer Council Victoria,Drive digital strategy with data insights to improve cancer prevention. Join a leading not-for-profit and make a real impact.,https://www.seek.com.au/job/77236144?type=standout&ref=search-standalone&origin=cardTitle#sol=86cf6f188461e4a49389300ac7c818a7109e3a47,,Daniel.Gamble@cancervic.org.au,,Adelaide SA,Canberra ACT,,2024-07-14,14/07/2024
Project Officer,NSW Police Force,Clerk Grade 7/8 Ongoing Full-Time Sydney Olympic Park  About us The NSW Police Force (NSWPF) is one of the largest police forces in the western,https://www.seek.com.au/job/77241230?type=standard&ref=search-standalone&origin=cardTitle#sol=de3d102ba62d85617a5ec22d9e1e3b71015ef593,,PCC-INCLUSION@police.nsw.gov.au,,Adelaide SA,Canberra ACT,,2024-07-14,14/07/2024
Cyber Security Accreditation Specialist,Rheinmetall Defence Australia,Focused on achieving security accreditation in accordance with Australian Defence standards and processes.,https://www.seek.com.au/job/77238733?type=standout&ref=search-standalone&origin=cardTitle#sol=0893441248d52a5fe5d436ceea9cb0ceba8f8d4e,,Recruitment.Australia@rheinmetall.com.au,,Canberra ACT,Melbourne VIC,"Up to $160,000 depending upon experience",2024-07-14,14/07/2024
Software Engineers - Adelaide,Saab Australia Pty Ltd,We are growing and looking for Software Engineers to join our Naval Combat Systems (NCS) group!,https://www.seek.com.au/job/77246992?type=standout&ref=search-standalone&origin=cardTitle#sol=a8ab7f0d5bbb887f0dc7a8b1408f4d22c99405e6,,careers.mailbox@au.saabgroup.com,,Canberra ACT,Melbourne VIC,AUD 200000 per annum,2024-07-14,14/07/2024
Technical IT Project Manager,Clarity Partners,Technical IT PM to deliver a digital transformation,https://www.seek.com.au/job/77244768?type=standout&ref=search-standalone&origin=cardTitle#sol=69572a691535e268672f38123409ec9e87707b29,,rdanagher@claritypartners.au,,Canberra ACT,Melbourne VIC,,2024-07-14,14/07/2024
Operations Manager - Atlassian Solutions Provider,JOYN,"Work remotely, implement outstanding operations and service delivery management. Optimise internal process to deliver excellent SaaS solutions.",https://www.seek.com.au/job/77237365?type=standout&ref=search-standalone&origin=cardTitle#sol=d655a470ea4cf6aaf182e025acb00d3c93a238ae,,ashley.sadler@joyn.co.nz,,Canberra ACT,Melbourne VIC,,2024-07-14,14/07/2024
Engineering Manager,Halcyon Knights Pty Ltd,You'll lead a team of Developers and Engineers focusing on managing integration between multiple services and branches of the company and the website,https://www.seek.com.au/job/77244819?type=standout&ref=search-standalone&origin=cardTitle#sol=995952dd69fe3c9f5884c135bfb97f5bebbeb4bb,,lucys@halcyonknights.com.au,,Canberra ACT,Melbourne VIC,,2024-07-14,14/07/2024
Cloud Engineering Team Lead,APA Group,Join our technology team on a permanent basis.,https://www.seek.com.au/job/77231019?type=standout&ref=search-standalone&origin=cardTitle#sol=e432761d1fbec93be6ce1779b5bd966a576db47a,,recruitment@apa.com.au,,Canberra ACT,Melbourne VIC,,2024-07-14,14/07/2024
Cyber Security Manager,University of Newcastle,"Resources Division | Cyber Security and Digital GRC | HEW 8 | Full Time | Fixed Term | until end of June 2025 | Callaghan",https://www.seek.com.au/job/77238504?type=standout&ref=search-standalone&origin=cardTitle#sol=b906115e01f0c7fee3380e84864c84ce645055e3,,Shireen.Syed@newcastle.edu.au,,West Perth,Perth WA,"$110,291 - $123,734 salary range plus 17% super",2024-07-14,14/07/2024
Logistics Software/IT Business Analyst,Newcold Pty Ltd,Build futuristic IT solutions for a leader in developing and operating highly automated cold stores with sustainable supply chain solutions.,https://www.seek.com.au/job/77244066?type=standout&ref=search-standalone&origin=cardTitle#sol=1c84b2b900312e2067bdc950531ca371c17efc39,,recruitment.melbourne@newcold.com,,West Perth,Perth WA,Base annual + motor vehicle allowance + super,2024-07-14,14/07/2024
"Project Lead, Online Engagement and Student Success",The University of Adelaide,"Use your well-honed engagement, customer success & leadership expertise in a more strategic role for a world-class tertiary and research university.",https://www.seek.com.au/job/77248462?type=standout&ref=search-standalone&origin=cardTitle#sol=882d38452c192116b5d81179ee0f5352e720f8fb,,anjelika.vorel@adelaide.edu.au,,West Perth,Perth WA,$120 per hour,2024-07-14,14/07/2024
APS6 Project Officer,"Talent – Specialists in tech, transformation & beyond","12 month initial contract with the strong view for extension | Geelong | $60.26 + Super hourly | 2 days working from home",https://www.seek.com.au/job/77239786?type=standout&ref=search-standalone&origin=cardTitle#sol=92eec9cda6e907eee007865ede30521c53ea6c52,,Samuel.Beckett@talentinternational.com,,West Perth,Perth WA,"$90,000 – $120,000 per year",2024-07-14,14/07/2024
Project Manager,Bank of us,We’ve created a new role in our Project Management Office to assist with the successful delivery of key projects across the organisation.,https://www.seek.com.au/job/77231202?type=standout&ref=search-standalone&origin=cardTitle#sol=25f0f86a6109178ba45eca6d082759ae2f288b55,,recruitment@bankofus.com.au,,West Perth,Perth WA,,2024-07-14,14/07/2024
Project Manager,Bank of us,We’ve created a new role in our Project Management Office to assist with the successful delivery of key projects across the organisation.,https://www.seek.com.au/job/77231199?type=standout&ref=search-standalone&origin=cardTitle#sol=00d42c857c15baf2511714b447402616ba3ade5d,,recruitment@bankofus.com.au,,West Perth,Perth WA,,2024-07-14,14/07/2024
Systems / Business Analyst,Guru Solutions Pty Ltd,Systems / Business Analysts,https://www.seek.com.au/job/77239963?type=standard&ref=search-standalone&origin=cardTitle#sol=23cabf7f81864533c266133b61cefd5acaa35a6e,,,0433463099,Brisbane QLD,Perth WA,Up to $111k + Superannuation + Salary Sacrifice,2024-07-14,
Optical Fibre Splicer and Tester,Adtech Contracting Pty Ltd,"Adtech is seeking a qualified and experienced Optical Fibre Splicer and Tester to join our team. Full time role, immediate start and above award wage!",https://www.seek.com.au/job/77239152?type=standard&ref=search-standalone&origin=cardTitle#sol=4398796fe577b71704727cbcffa1c78c30c14e87,,rowena.hilson@adtechcontracting.com.au,,Brisbane QLD,Perth WA,$160 - $180 p.h. + Weekly Pay,2024-07-14,14/07/2024
Cyber Security IDAM Support Engineer,Optus,A hands-on role in adopting and redefining Identity and Access Management (IAM) solutions that support Optus colleagues.,https://www.seek.com.au/job/77239202?type=standout&ref=search-standalone&origin=cardTitle#sol=b0b73184e3af2db2f73d5beec2913e17f41af160,,AccessibleRecruitment@optus.com.au,,Brisbane QLD,Perth WA,Competitive,2024-07-14,14/07/2024
Cloud Engineering Team Lead,APA Group,Join our technology team on a permanent basis.,https://www.seek.com.au/job/77230967?type=standout&ref=search-standalone&origin=cardTitle#sol=e336701d047f355f1b7947c5d2548f7c61b95f01,,recruitment@apa.com.au,,Brisbane QLD,Perth WA,,2024-07-14,14/07/2024
Service Technician,HOBAN Recruitment,We are seeking a System Technician to join our Sydney team. APPLY NOW!,https://www.seek.com.au/job/77233357?type=standard&ref=search-standalone&origin=cardTitle#sol=5e2d5f466b75385c78d46001472b3b66267f55ca,,adjustments@hoban.com.au,,Brisbane QLD,Perth WA,,2024-07-14,14/07/2024
Business Analyst,Lawson Elliott Recruitment,Seeking an immediately available Business Analyst to join our client on a temp to perm basis. Salary up to $90k + Super.,https://www.seek.com.au/job/77230504?type=standard&ref=search-standalone&origin=cardTitle#sol=8c6ea1a27d436fc19ac740360787580ed16d8b79,,millie.higgins@lawsonelliott.com.au,0734462981,Brisbane QLD,Perth WA,,2024-07-14,14/07/2024
Cloud Engineering Team Lead,APA Group,Join our technology team on a permanent basis.,https://www.seek.com.au/job/77231070?type=standout&ref=search-standalone&origin=cardTitle#sol=77c2b7d378ddbbbb4bfcd91846212924c007415c,,recruitment@apa.com.au,,Brisbane QLD,Perth WA,,2024-07-14,14/07/2024
Software Engineers - Melbourne,Saab Australia Pty Ltd,We are growing and looking for Software Engineers to join our Naval Combat Systems (NCS) group!,https://www.seek.com.au/job/77247373?type=standout&ref=search-standalone&origin=cardTitle#sol=eb851c203515d1dae3f0f98d1719cc273e64e6ed,,careers.mailbox@au.saabgroup.com,,Brisbane QLD,Perth WA,,2024-07-14,14/07/2024
Service Delivery Manager,Davidson,Drive the development and delivery of 24/7 Incident Management services from multiple suppliers in alignment with ITIL or SIAM methodologies.,https://www.seek.com.au/job/77246854?type=standout&ref=search-standalone&origin=cardTitle#sol=368369157391d9c3a86331e3b27b77d0630762a3,,nina.magill@davidsonwp.com,072024-3757,Perth WA,Hawthorn East,Open to negotiation,2024-07-14,14/07/2024
Project Manager,Paxus,"Looking for a Project Manager to work for one of the ""Big 4 Banks"" on a data cloud migration program on a 6 month contract!",https://www.seek.com.au/job/77233016?type=standout&ref=search-standalone&origin=cardTitle#sol=3047945a1f76aa6593806995c8bdc6dfb28fede0,,jbertollo@paxus.com.au,,Perth WA,Hawthorn East,"$160,000 – $175,000 per year",2024-07-14,14/07/2024
"Manager, Security Operations Center",Huntress,The Huntress SOC is a global team of security analysts dedicated to investigating and responding to incidents on our partners' networks 24/7/365!,https://www.seek.com.au/job/77230031?type=standout&ref=search-standalone&origin=cardTitle#sol=5b33b376c6881e42b21a481c7d330c2f264e2df8,,accommodations@huntresslabs.com,,Perth WA,Hawthorn East,$87k - $97k p.a. + Super,2024-07-14,14/07/2024
Project Manager,Bank of us,We’ve created a new role in our Project Management Office to assist with the successful delivery of key projects across the organisation.,https://www.seek.com.au/job/77231146?type=standout&ref=search-standalone&origin=cardTitle#sol=0272e70e05b4a3a5e20db690c7887785aa9d87eb,,recruitment@bankofus.com.au,,Perth WA,Hawthorn East,$74 - $79 p.h. + + super,2024-07-14,14/07/2024
Kronos Technical Consultant,Davidson,Kronos Technical Consultant - Not-for-profit sector - Need someone who combines technical configuration/coding with business accumen,https://www.seek.com.au/job/77242471?type=standout&ref=search-standalone&origin=cardTitle#sol=a0ca42971d85baaa1e1cbe9b247793ebeefc7af6,,alex.coroneo@davidsonwp.com,072024-3757,Perth WA,Hawthorn East,"$90,000 – $96,400 per year",2024-07-14,14/07/2024
Telecommunications Design Engineer / Technical Design Officer - Electronics,SA Power Networks,"Let us empower your career, as you help empower South Australia.",https://www.seek.com.au/job/77231558?type=standout&ref=search-standalone&origin=cardTitle#sol=10d58ae1bc7377a53d94a65dd3325bfe65febf52,,bronte.murchland@sapowernetworks.com.au,,Perth WA,Hawthorn East,Great package with annual bonus,2024-07-14,14/07/2024
IAM Engineer,Paxus,Opportunity to work within a large complex environment with multiple initiatives.,https://www.seek.com.au/job/77247238?type=standard&ref=search-standalone&origin=cardTitle#sol=a3fd8f0f37be67fd981692e12ecc1935210e692f,,ayadav@paxus.com.au,,Perth WA,Hawthorn East,,2024-07-14,14/07/2024
ICT Release Manager,Vectiq Pty Ltd,Seeking experienced IT Release Manager for an ACT owned corporation.,https://www.seek.com.au/job/77250947?type=standout&ref=search-standalone&origin=cardTitle#sol=5e3431ce1d0b9072250be63763403ce958c1b44b,,sumedha.bohra@vectiq.com.au,,Perth WA,Hawthorn East,,2024-07-14,14/07/2024
Program Support Officer,"Hudson - Technology, Projects & Transformation",Our client is seeking an experienced Program Support Officer to support a Service Modernisation Program of work.,https://www.seek.com.au/job/77237262?type=standard&ref=search-standalone&origin=cardTitle#sol=ffd96a17eba112479e77efa4034ef1bbd0e41ac1,,Jemma.Walker@hudson.com,,Perth WA,Hawthorn East,,2024-07-14,14/07/2024
Cloud Engineering Team Lead,APA Group,Join our technology team on permanent basis.,https://www.seek.com.au/job/77230899?type=standout&ref=search-standalone&origin=cardTitle#sol=1e6f6808403ca4ae92547a8dd144e83b5b6e8d38,,recruitment@apa.com.au,,Perth WA,Hawthorn East,,2024-07-14,14/07/2024
Kronos Technical Consultant,Davidson,Kronos Technical Consultant - Not-for-profit sector - Need someone who combines technical configuration/coding with business accumen,https://www.seek.com.au/job/77242471?type=standout&ref=search-standalone&origin=cardTitle#sol=5766038a7bc4aa16f9f8af7a1b5b806b717eb67c,,alex.coroneo@davidsonwp.com,072024-3757,Hawthorn East,Melbourne VIC,"Salary range $135,459 - $157,027 plus super",2024-07-14,14/07/2024
Telecommunications Design Engineer / Technical Design Officer - Electronics,Hydro Tasmania,"Let us empower your career, as you help empower South Australia.",https://www.seek.com.au/job/77231558?type=standout&ref=search-standalone&origin=cardTitle#sol=f2c566569ce725f580cc8f8db68dfa744f169f0c,,bronte.murchland@sapowernetworks.com.au,,Hawthorn East,Melbourne VIC,Range excludes 15.4% employer super contribution,2024-07-14,14/07/2024
IAM Engineer,Vectiq Pty Ltd,Opportunity to work within a large complex environment with multiple initiatives.,https://www.seek.com.au/job/77247238?type=standard&ref=search-standalone&origin=cardTitle#sol=2c4986380875f906331a99947e6d627054e0a722,,ayadav@paxus.com.au,,Hawthorn East,Melbourne VIC,"Up to $175,000 + Super",2024-07-14,14/07/2024
ICT Release Manager,"Department of Agriculture, Fisheries & Forestry",Seeking experienced IT Release Manager for an ACT owned corporation.,https://www.seek.com.au/job/77250947?type=standout&ref=search-standalone&origin=cardTitle#sol=e4463628d465c3ce624cd21aca80c90c69293167,,sumedha.bohra@vectiq.com.au,,Hawthorn East,Melbourne VIC,Call to enquire more$$$!!!,2024-07-14,14/07/2024
Program Support Officer,Datacom,Our client is seeking an experienced Program Support Officer to support a Service Modernisation Program of work.,https://www.seek.com.au/job/77237262?type=standard&ref=search-standalone&origin=cardTitle#sol=2f8d69bb97126814f3b4d1972db37804cd91b3b4,,Jemma.Walker@hudson.com,,Hawthorn East,Melbourne VIC,"$90,000 – $96,400 per year",2024-07-14,14/07/2024
Project Manager,Coal LSL,"Manage digital projects, lead initiatives in a dynamic, collaborative environment, and oversee diverse project management opportunities.",https://www.seek.com.au/job/77240812?type=standout&ref=search-standalone&origin=cardTitle#sol=f8255566e668f705912845d8c7079f8918a0d8f3,,hr-careers@unimelb.edu.au,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Senior Business Analyst (Senior BA),Endeavour Foundation,Opportunity to join our growing team of BAs. Working in a digital transformation program helping to define the future state in a digital environment.,https://www.seek.com.au/job/77243684?type=standout&ref=search-standalone&origin=cardTitle#sol=62dac07e9f25887ac12bda101ff27e319387c41a,,careers@coallsl.com.au,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Senior Information Security Analyst,Redwolf + Rosch,We have a unique and exciting opportunity for a Senior Information Security Analyst to join our Global Information Security Team at Computershare,https://www.seek.com.au/job/77233945?type=standout&ref=search-standalone&origin=cardTitle#sol=c63570c958fb9eb8ae1f40dbca6e62c9e162a4a8,,TalentAcquisition@computershare.com,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Solutions Architect,Just Digital People,"Solutions Architect | 12 month fixed-term",https://www.seek.com.au/job/77242133?type=standout&ref=search-standalone&origin=cardTitle#sol=5e9073b9d25e77b87fe3e7afee9a0a48a47f170a,,nancy@redwolfrosch.com.au,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
